GrupoA
GrupoC |DEBUG local.tests/e4/input/2020_1/kal49 0 " 1660 509 0 353 0 " 2522 ""
GrupoC |DEBUG local.tests/e4/input/2020_1/kal50 22 " 1082 53 0 17538 0 " 18673 ""
GrupoC |DEBUG local.tests/e4/input/2020_1/kal51 22 " 1374 103 0 17690 0 " 19167 ""
GrupoC |DEBUG local.tests/e4/input/2020_1/kal52 30 " 904 50 0 17435 0 " 18389 ""
GrupoC |DEBUG local.tests/e4/input/2020_1/kal53 30 " 904 50 0 17435 0 " 18389 ""
GrupoC |DEBUG local.tests/e4/input/2020_1/kal54 30 " 952 50 0 17383 0 " 18385 ""
GrupoC |DEBUG local.tests/e4/input/2020_1/kal55 32 " 952 50 0 17380 0 " 18382 ""
GrupoC |DEBUG local.tests/e4/input/2020_1/kal56 30 " 885 50 0 17435 0 " 18370 ""
GrupoC |DEBUG local.tests/e4/input/2020_1/kal57 30 " 885 50 0 17435 0 " 18370 ""
GrupoC |DEBUG local.tests/e4/input/2020_1/kal58 30 " 933 50 0 17383 0 " 18366 ""
GrupoC |DEBUG local.tests/e4/input/2020_1/kal59 32 " 952 50 0 17380 0 " 18382 ""
GrupoC |DEBUG local.tests/e4/input/2020_1/kal60 30 " 1218 148 0 17428 0 " 18794 ""
GrupoC |DEBUG local.tests/e4/input/2020_1/kal61 30 " 1212 148 0 17428 0 " 18788 ""
GrupoC |DEBUG local.tests/e4/input/2020_1/kal62 0 " 2096 663 0 353 0 " 3112 ""
GrupoC |DEBUG local.tests/e4/input/2020_1/kal63 0 " 2388 761 0 457 0 " 3606 ""
GrupoC |DEBUG local.tests/e4/input/2020_1/kal64 0 " 2146 616 0 345 0 " 3107 ""
GrupoC |DEBUG local.tests/e4/input/2020_1/kal65 0 " 2486 666 0 449 0 " 3601 ""
GrupoC |DEBUG local.tests/e4/input/2020_1/kal66 0 " 2242 664 0 401 0 " 3307 ""
GrupoC |DEBUG local.tests/e4/input/2020_1/kal67 0 " 2242 664 0 401 0 " 3307 ""
GrupoC |DEBUG local.tests/e4/input/2020_1/kal68 0 " 2309 665 0 345 0 " 3319 ""
GrupoC |DEBUG local.tests/e4/input/2020_1/kal69 0 " 2290 665 0 345 0 " 3300 ""
GrupoC |DEBUG local.tests/e4/input/2020_1/kal70 0 " 2242 664 0 401 0 " 3307 ""
GrupoC |DEBUG local.tests/e4/input/2020_1/kal71 0 " 2680 767 0 449 0 " 3896 ""
GrupoC |DEBUG local.tests/e4/input/2020_1/kal72 0 " 3119 867 0 497 0 " 4483 ""
GrupoC |DEBUG local.tests/e4/input/2020_1/kal73 30 " 757 49 0 17187 0 " 17993 ""
GrupoC |DEBUG local.tests/e4/input/2020_1/kal74 30 " 1245 101 0 17443 0 " 18789 ""
GrupoC |DEBUG local.tests/e4/input/2020_1/kal75 50 " 494 49 0 17040 0 " 17583 ""
GrupoC |DEBUG local.tests/e4/input/2020_1/kal76 50 " 494 49 0 17040 0 " 17583 ""
GrupoC |DEBUG local.tests/e4/input/2020_1/kal77 50 " 494 49 0 17040 0 " 17583 ""
GrupoC |DEBUG local.tests/e4/input/2020_1/kal78 0 " 1268 297 0 297 0 " 1862 ""
GrupoC |DEBUG local.tests/e4/input/2020_1/kal79 0 " 1268 297 0 297 0 " 1862 ""
GrupoC |DEBUG local.tests/e4/input/2020_1/kal80 0 " 1268 297 0 297 0 " 1862 ""
GrupoC |DEBUG local.tests/e4/input/2020_1/kal81 0 " 1268 297 0 297 0 " 1862 ""
GrupoC |DEBUG local.tests/e4/input/2020_1/kal82 0 " 926 246 0 305 0 " 1477 ""
GrupoC |DEBUG local.tests/e4/input/2020_1/kal83 0 " 926 246 0 305 0 " 1477 ""
GrupoC |DEBUG local.tests/e4/input/2020_1/kal84 51 " 660 49 0 17282 0 " 17991 ""
GrupoC |DEBUG local.tests/e4/input/2020_1/kal85 51 " 641 49 0 17282 0 " 17972 ""
GrupoC |DEBUG local.tests/e4/input/2020_1/kal86 51 " 932 151 0 17185 0 " 18268 ""
GrupoC |DEBUG local.tests/e4/input/2020_1/kal87 0 " 1336 298 0 241 0 " 1875 ""
GrupoC |DEBUG local.tests/e4/input/2020_1/kal88 0 " 1560 348 0 241 0 " 2149 ""
GrupoC |DEBUG local.tests/e4/input/2020_1/kal89 0 " 1074 152 0 241 0 " 1467 ""
GrupoC |DEBUG local.tests/e4/input/2020_1/kal90 0 " 1074 152 0 241 0 " 1467 ""
GrupoC |DEBUG local.tests/e4/input/2020_1/kal91 0 " 1074 152 0 241 0 " 1467 ""
GrupoC |DEBUG local.tests/e4/input/2020_1/kal92 0 " 1074 152 0 241 0 " 1467 ""
GrupoC |DEBUG local.tests/e4/input/2020_1/kal93 0 " 1074 152 0 241 0 " 1467 ""
GrupoC |DEBUG local.tests/e4/input/2020_1/kal94 0 " 732 101 0 249 0 " 1082 ""
GrupoC |DEBUG local.tests/e4/input/2020_1/kal95 0 " 1463 346 0 353 0 " 2162 ""
GrupoC |DEBUG local.tests/e4/input/2020_1/kal96 0 " 1463 346 0 353 0 " 2162 ""
GrupoC |DEBUG local.tests/e4/input/2020_1/kal97 53 " 641 49 0 17193 0 " 17883 ""
GrupoC |DEBUG local.tests/e4/input/2020_1/kal98 53 " 641 49 0 17193 0 " 17883 ""
GrupoC |DEBUG local.tests/e4/input/2020_1/kal99 30 " 1862 295 0 17671 0 " 19828 ""
GrupoC |DEBUG local.tests/e4/input/2020_1/mao01 30 " 1686 246 0 17622 0 " 19554 ""
GrupoC |DEBUG local.tests/e4/input/2020_1/mao02 30 " 1862 295 0 17671 0 " 19828 ""
GrupoC |DEBUG local.tests/e4/input/2020_1/mao03 30 " 2126 344 0 17864 0 " 20334 ""
GrupoC |DEBUG local.tests/e4/input/2020_1/mao04 30 " 2302 393 0 17913 0 " 20608 ""
GrupoC |DEBUG local.tests/e4/input/2020_1/mao05 30 " 1864 294 0 17768 0 " 19926 ""
GrupoC |DEBUG local.tests/e4/input/2020_1/mao06 30 " 2400 441 0 17865 0 " 20706 ""
GrupoC |DEBUG local.tests/e4/input/2020_1/mao07 30 " 2840 539 0 18107 0 " 21486 ""
GrupoC |DEBUG local.tests/e4/input/2020_1/mao08 30 " 2031 250 0 18023 0 " 20304 ""
GrupoC |DEBUG local.tests/e4/input/2020_1/mao09 30 " 1591 152 0 17781 0 " 19524 ""
GrupoD
GrupoD |DEBUG local.tests/e4/input/2020_1/kal00 31 " 0 0 0 17381 0 " 17381 ""
GrupoD |DEBUG local.tests/e4/input/2020_1/kal01 0 " 59 218 0 0 0 " 277 ""
GrupoD |DEBUG local.tests/e4/input/2020_1/kal02 0 " 59 220 0 0 0 " 279 ""
GrupoD |DEBUG local.tests/e4/input/2020_1/kal03 0 " 59 221 0 0 0 " 280 ""
GrupoD |DEBUG local.tests/e4/input/2020_1/kal04 1 "-1" -1 "ERROR: line 3 - syntax error, unexpected TK_LIT_CHAR "
GrupoD |DEBUG local.tests/e4/input/2020_1/kal05 1 "-1" -1 "ERROR: line 3 - syntax error, unexpected TK_LIT_STRING "
GrupoD |DEBUG local.tests/e4/input/2020_1/kal06 10 " 0 0 0 16676 0 " 16676 ""
GrupoD |DEBUG local.tests/e4/input/2020_1/kal07 10 " 0 0 0 16676 0 " 16676 ""
GrupoD |DEBUG local.tests/e4/input/2020_1/kal08 10 " 0 0 0 16676 0 " 16676 ""
GrupoD |DEBUG local.tests/e4/input/2020_1/kal09 10 " 0 0 0 16676 0 " 16676 ""
GrupoD |DEBUG local.tests/e4/input/2020_1/kal10 10 " 0 0 0 16676 0 " 16676 ""
GrupoD |DEBUG local.tests/e4/input/2020_1/kal11 0 " 125 273 0 0 0 " 398 ""
GrupoD |DEBUG local.tests/e4/input/2020_1/kal12 0 " 125 275 0 0 0 " 400 ""
GrupoD |DEBUG local.tests/e4/input/2020_1/kal13 0 " 125 277 0 0 0 " 402 ""
GrupoD |DEBUG local.tests/e4/input/2020_1/kal14 1 "-1" -1 "ERROR: line 3 - syntax error, unexpected TK_LIT_CHAR "
GrupoD |DEBUG local.tests/e4/input/2020_1/kal15 0 " 29 216 0 0 0 " 245 ""
GrupoD |DEBUG local.tests/e4/input/2020_1/kal16 0 " 29 218 0 0 0 " 247 ""
GrupoD |DEBUG local.tests/e4/input/2020_1/kal17 0 " 29 220 0 0 0 " 249 ""
GrupoD |DEBUG local.tests/e4/input/2020_1/kal18 1 "-1" -1 "ERROR: line 3 - syntax error, unexpected TK_LIT_CHAR "
GrupoD |DEBUG local.tests/e4/input/2020_1/kal19 10 " 0 0 0 16642 0 " 16642 ""
GrupoD |DEBUG local.tests/e4/input/2020_1/kal20 10 " 0 0 0 16642 0 " 16642 ""
GrupoD |DEBUG local.tests/e4/input/2020_1/kal21 10 " 0 0 0 16642 0 " 16642 ""
GrupoD |DEBUG local.tests/e4/input/2020_1/kal22 10 " 0 0 0 16642 0 " 16642 ""
GrupoD |DEBUG local.tests/e4/input/2020_1/kal23 10 " 0 0 0 16642 0 " 16642 ""
GrupoD |DEBUG local.tests/e4/input/2020_1/kal24 10 " 0 0 0 16642 0 " 16642 ""
GrupoD |DEBUG local.tests/e4/input/2020_1/kal25 10 " 0 0 0 16642 0 " 16642 ""
GrupoD |DEBUG local.tests/e4/input/2020_1/kal26 10 " 0 0 0 16642 0 " 16642 ""
GrupoD |DEBUG local.tests/e4/input/2020_1/kal27 10 " 0 0 0 16642 0 " 16642 ""
GrupoD |DEBUG local.tests/e4/input/2020_1/kal28 10 " 0 0 0 16642 0 " 16642 ""
GrupoD |DEBUG local.tests/e4/input/2020_1/kal29 0 " 87 172 0 0 0 " 259 ""
GrupoD |DEBUG local.tests/e4/input/2020_1/kal30 0 " 87 220 0 0 0 " 307 ""
GrupoD |DEBUG local.tests/e4/input/2020_1/kal31 0 " 87 172 0 0 0 " 259 ""
GrupoD |DEBUG local.tests/e4/input/2020_1/kal32 0 " 87 236 0 0 0 " 323 ""
GrupoD |DEBUG local.tests/e4/input/2020_1/kal33 0 " 119 240 0 0 0 " 359 ""
GrupoD |DEBUG local.tests/e4/input/2020_1/kal34 0 " 119 288 0 0 0 " 407 ""
GrupoD |DEBUG local.tests/e4/input/2020_1/kal35 0 " 183 424 0 0 0 " 607 ""
GrupoD |DEBUG local.tests/e4/input/2020_1/kal36 0 " 215 428 0 0 0 " 643 ""
GrupoD |DEBUG local.tests/e4/input/2020_1/kal37 10 " 0 0 0 16724 0 " 16724 ""
GrupoD |DEBUG local.tests/e4/input/2020_1/kal38 10 " 0 0 0 16724 0 " 16724 ""
GrupoD |DEBUG local.tests/e4/input/2020_1/kal39 0 " 59 266 0 0 0 " 325 ""
GrupoD |DEBUG local.tests/e4/input/2020_1/kal40 0 " 91 319 0 0 0 " 410 ""
GrupoD |DEBUG local.tests/e4/input/2020_1/kal41 0 " 59 267 0 0 0 " 326 ""
GrupoD |DEBUG local.tests/e4/input/2020_1/kal42 0 " 48 264 0 0 0 " 312 ""
GrupoD |DEBUG local.tests/e4/input/2020_1/kal43 10 " 0 0 0 16690 0 " 16690 ""
GrupoD |DEBUG local.tests/e4/input/2020_1/kal44 0 " 125 322 0 0 0 " 447 ""
GrupoD |DEBUG local.tests/e4/input/2020_1/kal45 0 " 29 265 0 0 0 " 294 ""
GrupoD |DEBUG local.tests/e4/input/2020_1/kal46 0 " 61 270 0 0 0 " 331 ""
GrupoD |DEBUG local.tests/e4/input/2020_1/kal47 20 " 32 2 0 16724 0 " 16758 ""
GrupoD |DEBUG local.tests/e4/input/2020_1/kal48 0 " 123 224 0 0 0 " 347 ""
GrupoD |DEBUG local.tests/e4/input/2020_1/kal49 20 " 96 8 0 16724 0 " 16828 ""
GrupoD |DEBUG local.tests/e4/input/2020_1/kal50 22 " 16 48 0 16984 0 " 17048 ""
GrupoD |DEBUG local.tests/e4/input/2020_1/kal51 0 " 52 317 0 0 0 " 369 ""
GrupoD |DEBUG local.tests/e4/input/2020_1/kal52 0 " 30 275 0 0 0 " 305 ""
GrupoD |DEBUG local.tests/e4/input/2020_1/kal53 0 " 30 277 0 0 0 " 307 ""
GrupoD |DEBUG local.tests/e4/input/2020_1/kal54 0 " 30 279 0 0 0 " 309 ""
GrupoD |DEBUG local.tests/e4/input/2020_1/kal55 1 "-1" -1 "ERROR: line 4 - syntax error, unexpected TK_LIT_CHAR "
GrupoD |DEBUG local.tests/e4/input/2020_1/kal56 0 " 30 268 0 0 0 " 298 ""
GrupoD |DEBUG local.tests/e4/input/2020_1/kal57 0 " 30 270 0 0 0 " 300 ""
GrupoD |DEBUG local.tests/e4/input/2020_1/kal58 0 " 30 271 0 0 0 " 301 ""
GrupoD |DEBUG local.tests/e4/input/2020_1/kal59 1 "-1" -1 "ERROR: line 4 - syntax error, unexpected TK_LIT_STRING "
GrupoD |DEBUG local.tests/e4/input/2020_1/kal60 1 "-1" -1 "ERROR: line 4 - syntax error, unexpected TK_LIT_STRING "
GrupoD |DEBUG local.tests/e4/input/2020_1/kal61 1 "-1" -1 "ERROR: line 3 - syntax error, unexpected TK_LIT_STRING "
GrupoD |DEBUG local.tests/e4/input/2020_1/kal62 41 " 16 48 0 17088 0 " 17152 ""
GrupoD |DEBUG local.tests/e4/input/2020_1/kal63 41 " 48 52 0 17242 0 " 17342 ""
GrupoD |DEBUG local.tests/e4/input/2020_1/kal64 40 " 48 52 0 16966 0 " 17066 ""
GrupoD |DEBUG local.tests/e4/input/2020_1/kal65 40 " 48 52 0 17156 0 " 17256 ""
GrupoD |DEBUG local.tests/e4/input/2020_1/kal66 42 " 48 52 0 17104 0 " 17204 ""
GrupoD |DEBUG local.tests/e4/input/2020_1/kal67 42 " 48 52 0 17104 0 " 17204 ""
GrupoD |DEBUG local.tests/e4/input/2020_1/kal68 1 "-1" -1 "ERROR: line 4 - syntax error, unexpected TK_LIT_STRING, expecting ) "
GrupoD |DEBUG local.tests/e4/input/2020_1/kal69 1 "-1" -1 "ERROR: line 4 - syntax error, unexpected TK_LIT_CHAR, expecting ) "
GrupoD |DEBUG local.tests/e4/input/2020_1/kal70 0 " 96 288 0 0 0 " 384 ""
GrupoD |DEBUG local.tests/e4/input/2020_1/kal71 0 " 128 378 0 0 0 " 506 ""
GrupoD |DEBUG local.tests/e4/input/2020_1/kal72 1 "-1" -1 "ERROR: line 4 - syntax error, unexpected TK_LIT_CHAR "
GrupoD |DEBUG local.tests/e4/input/2020_1/kal73 1 "-1" -1 "ERROR: line 4 - syntax error, unexpected TK_LIT_STRING "
GrupoD |DEBUG local.tests/e4/input/2020_1/kal74 1 "-1" -1 "ERROR: line 4 - syntax error, unexpected TK_LIT_STRING "
GrupoD |DEBUG local.tests/e4/input/2020_1/kal75 50 " 0 0 0 16842 0 " 16842 ""
GrupoD |DEBUG local.tests/e4/input/2020_1/kal76 50 " 0 0 0 16842 0 " 16842 ""
GrupoD |DEBUG local.tests/e4/input/2020_1/kal77 50 " 0 0 0 16842 0 " 16842 ""
GrupoD |DEBUG local.tests/e4/input/2020_1/kal78 0 " 63 168 0 0 0 " 231 ""
GrupoD |DEBUG local.tests/e4/input/2020_1/kal79 0 " 63 168 0 0 0 " 231 ""
GrupoD |DEBUG local.tests/e4/input/2020_1/kal80 0 " 64 168 0 0 0 " 232 ""
GrupoD |DEBUG local.tests/e4/input/2020_1/kal81 0 " 64 168 0 0 0 " 232 ""
GrupoD |DEBUG local.tests/e4/input/2020_1/kal82 0 " 30 166 0 0 0 " 196 ""
GrupoD |DEBUG local.tests/e4/input/2020_1/kal83 0 " 30 168 0 0 0 " 198 ""
GrupoD |DEBUG local.tests/e4/input/2020_1/kal84 51 " 0 0 0 17095 0 " 17095 ""
GrupoD |DEBUG local.tests/e4/input/2020_1/kal85 51 " 0 0 0 17078 0 " 17078 ""
GrupoD |DEBUG local.tests/e4/input/2020_1/kal86 51 " 0 0 0 17112 0 " 17112 ""
GrupoD |DEBUG local.tests/e4/input/2020_1/kal87 52 " 0 0 0 17095 0 " 17095 ""
GrupoD |DEBUG local.tests/e4/input/2020_1/kal88 1 "-1" -1 "ERROR: line 4 - syntax error, unexpected TK_LIT_CHAR "
GrupoD |DEBUG local.tests/e4/input/2020_1/kal89 0 " 57 118 0 0 0 " 175 ""
GrupoD |DEBUG local.tests/e4/input/2020_1/kal90 0 " 57 118 0 0 0 " 175 ""
GrupoD |DEBUG local.tests/e4/input/2020_1/kal91 0 " 57 118 0 0 0 " 175 ""
GrupoD |DEBUG local.tests/e4/input/2020_1/kal92 0 " 57 118 0 0 0 " 175 ""
GrupoD |DEBUG local.tests/e4/input/2020_1/kal93 0 " 57 118 0 0 0 " 175 ""
GrupoD |DEBUG local.tests/e4/input/2020_1/kal94 0 " 23 118 0 0 0 " 141 ""
GrupoD |DEBUG local.tests/e4/input/2020_1/kal95 0 " 62 168 0 0 0 " 230 ""
GrupoD |DEBUG local.tests/e4/input/2020_1/kal96 0 " 62 168 0 0 0 " 230 ""
GrupoD |DEBUG local.tests/e4/input/2020_1/kal97 53 " 0 0 0 16911 0 " 16911 ""
GrupoD |DEBUG local.tests/e4/input/2020_1/kal98 53 " 0 0 0 16911 0 " 16911 ""
GrupoD |DEBUG local.tests/e4/input/2020_1/kal99 1 "-1" -1 "ERROR: line 4 - syntax error, unexpected TK_LIT_CHAR "
GrupoD |DEBUG local.tests/e4/input/2020_1/mao01 0 " 100 329 0 0 0 " 429 ""
GrupoD |DEBUG local.tests/e4/input/2020_1/mao02 1 "-1" -1 "ERROR: line 4 - syntax error, unexpected TK_LIT_CHAR "
GrupoD |DEBUG local.tests/e4/input/2020_1/mao03 0 " 136 381 0 0 0 " 517 ""
GrupoD |DEBUG local.tests/e4/input/2020_1/mao04 1 "-1" -1 "ERROR: line 4 - syntax error, unexpected TK_LIT_CHAR "
GrupoD |DEBUG local.tests/e4/input/2020_1/mao05 0 " 165 324 0 0 0 " 489 ""
GrupoD |DEBUG local.tests/e4/input/2020_1/mao06 0 " 201 376 0 0 0 " 577 ""
GrupoD |DEBUG local.tests/e4/input/2020_1/mao07 0 " 237 428 0 0 0 " 665 ""
GrupoD |DEBUG local.tests/e4/input/2020_1/mao08 1 "-1" -1 "ERROR: line 2 - syntax error, unexpected TK_LIT_STRING "
GrupoD |DEBUG local.tests/e4/input/2020_1/mao09 1 "-1" -1 "ERROR: line 2 - syntax error, unexpected TK_LIT_STRING "
GrupoF
GrupoF |DEBUG local.tests/e4/input/2020_1/kal00 31 " 52 194 0 18034 0 " 18280 ""
GrupoF |DEBUG local.tests/e4/input/2020_1/kal01 0 " 48 155 0 132 0 " 335 ""
GrupoF |DEBUG local.tests/e4/input/2020_1/kal02 0 " 48 166 0 132 0 " 346 ""
GrupoF |DEBUG local.tests/e4/input/2020_1/kal03 0 " 48 158 0 132 0 " 338 ""
GrupoF |DEBUG local.tests/e4/input/2020_1/kal04 0 " 48 155 0 132 0 " 335 ""
GrupoF |DEBUG local.tests/e4/input/2020_1/kal05 0 " 68 154 0 132 0 " 354 ""
GrupoF |DEBUG local.tests/e4/input/2020_1/kal06 10 " 0 0 0 17197 0 " 17197 ""
GrupoF |DEBUG local.tests/e4/input/2020_1/kal07 10 " 0 0 0 17212 0 " 17212 ""
GrupoF |DEBUG local.tests/e4/input/2020_1/kal08 10 " 0 0 0 17206 0 " 17206 ""
GrupoF |DEBUG local.tests/e4/input/2020_1/kal09 10 " 0 0 0 17197 0 " 17197 ""
GrupoF |DEBUG local.tests/e4/input/2020_1/kal10 10 " 20 0 0 17195 0 " 17215 ""
GrupoF |DEBUG local.tests/e4/input/2020_1/kal11 0 " 48 229 0 132 0 " 409 ""
GrupoF |DEBUG local.tests/e4/input/2020_1/kal12 0 " 48 240 0 132 0 " 420 ""
GrupoF |DEBUG local.tests/e4/input/2020_1/kal13 0 " 48 233 0 132 0 " 413 ""
GrupoF |DEBUG local.tests/e4/input/2020_1/kal14 0 " 48 229 0 132 0 " 409 ""
GrupoF |DEBUG local.tests/e4/input/2020_1/kal15 139 "-1" -1 "Segmentation fault"
GrupoF |DEBUG local.tests/e4/input/2020_1/kal16 139 "-1" -1 "Segmentation fault"
GrupoF |DEBUG local.tests/e4/input/2020_1/kal17 139 "-1" -1 "Segmentation fault"
GrupoF |DEBUG local.tests/e4/input/2020_1/kal18 139 "-1" -1 "Segmentation fault"
GrupoF |DEBUG local.tests/e4/input/2020_1/kal19 10 " 32 23 0 16926 0 " 16981 ""
GrupoF |DEBUG local.tests/e4/input/2020_1/kal20 10 " 32 23 0 16926 0 " 16981 ""
GrupoF |DEBUG local.tests/e4/input/2020_1/kal21 10 " 32 23 0 16926 0 " 16981 ""
GrupoF |DEBUG local.tests/e4/input/2020_1/kal22 10 " 32 23 0 16926 0 " 16981 ""
GrupoF |DEBUG local.tests/e4/input/2020_1/kal23 10 " 32 23 0 16926 0 " 16981 ""
GrupoF |DEBUG local.tests/e4/input/2020_1/kal24 10 " 32 23 0 16926 0 " 16981 ""
GrupoF |DEBUG local.tests/e4/input/2020_1/kal25 10 " 32 23 0 16926 0 " 16981 ""
GrupoF |DEBUG local.tests/e4/input/2020_1/kal26 10 " 32 23 0 16926 0 " 16981 ""
GrupoF |DEBUG local.tests/e4/input/2020_1/kal27 10 " 32 23 0 16926 0 " 16981 ""
GrupoF |DEBUG local.tests/e4/input/2020_1/kal28 10 " 32 23 0 16926 0 " 16981 ""
GrupoF |DEBUG local.tests/e4/input/2020_1/kal29 11 " 16 0 0 16826 0 " 16842 ""
GrupoF |DEBUG local.tests/e4/input/2020_1/kal30 0 " 48 155 0 132 0 " 335 ""
GrupoF |DEBUG local.tests/e4/input/2020_1/kal31 11 " 0 0 0 17157 0 " 17157 ""
GrupoF |DEBUG local.tests/e4/input/2020_1/kal32 0 " 32 270 0 58 0 " 360 ""
GrupoF |DEBUG local.tests/e4/input/2020_1/kal33 11 " 0 0 0 17448 0 " 17448 ""
GrupoF |DEBUG local.tests/e4/input/2020_1/kal34 0 " 48 270 0 132 0 " 450 ""
GrupoF |DEBUG local.tests/e4/input/2020_1/kal35 0 " 48 500 0 132 0 " 680 ""
GrupoF |DEBUG local.tests/e4/input/2020_1/kal36 11 " 48 198 0 18224 0 " 18470 ""
GrupoF |DEBUG local.tests/e4/input/2020_1/kal37 10 " 0 0 0 17542 0 " 17542 ""
GrupoF |DEBUG local.tests/e4/input/2020_1/kal38 10 " 0 0 0 17542 0 " 17542 ""
GrupoF |DEBUG local.tests/e4/input/2020_1/kal39 0 " 32 368 0 58 0 " 458 ""
GrupoF |DEBUG local.tests/e4/input/2020_1/kal40 0 " 48 385 0 132 0 " 565 ""
GrupoF |DEBUG local.tests/e4/input/2020_1/kal41 0 " 48 311 0 132 0 " 491 ""
GrupoF |DEBUG local.tests/e4/input/2020_1/kal42 0 " 64 333 0 132 0 " 529 ""
GrupoF |DEBUG local.tests/e4/input/2020_1/kal43 10 " 32 194 0 17100 0 " 17326 ""
GrupoF |DEBUG local.tests/e4/input/2020_1/kal44 0 " 48 385 0 132 0 " 565 ""
GrupoF |DEBUG local.tests/e4/input/2020_1/kal45 139 "-1" -1 "Segmentation fault"
GrupoF |DEBUG local.tests/e4/input/2020_1/kal46 20 " 48 82 0 17278 0 " 17408 ""
GrupoF |DEBUG local.tests/e4/input/2020_1/kal47 20 " 48 23 0 17118 0 " 17189 ""
GrupoF |DEBUG local.tests/e4/input/2020_1/kal48 21 " 48 23 0 17286 0 " 17357 ""
GrupoF |DEBUG local.tests/e4/input/2020_1/kal49 21 " 48 23 0 17294 0 " 17365 ""
GrupoF |DEBUG local.tests/e4/input/2020_1/kal50 22 " 64 104 0 17571 0 " 17739 ""
GrupoF |DEBUG local.tests/e4/input/2020_1/kal51 22 " 64 163 0 17739 0 " 17966 ""
GrupoF |DEBUG local.tests/e4/input/2020_1/kal52 30 " 20 0 0 17780 0 " 17800 ""
GrupoF |DEBUG local.tests/e4/input/2020_1/kal53 30 " 20 0 0 17795 0 " 17815 ""
GrupoF |DEBUG local.tests/e4/input/2020_1/kal54 30 " 20 0 0 17792 0 " 17812 ""
GrupoF |DEBUG local.tests/e4/input/2020_1/kal55 30 " 20 0 0 17780 0 " 17800 ""
GrupoF |DEBUG local.tests/e4/input/2020_1/kal56 30 " 0 0 0 17750 0 " 17750 ""
GrupoF |DEBUG local.tests/e4/input/2020_1/kal57 30 " 0 0 0 17765 0 " 17765 ""
GrupoF |DEBUG local.tests/e4/input/2020_1/kal58 30 " 0 0 0 17759 0 " 17759 ""
GrupoF |DEBUG local.tests/e4/input/2020_1/kal59 30 " 20 0 0 17780 0 " 17800 ""
GrupoF |DEBUG local.tests/e4/input/2020_1/kal60 139 "-1" -1 "Segmentation fault"
GrupoF |DEBUG local.tests/e4/input/2020_1/kal61 0 " 92 388 0 58 0 " 538 ""
GrupoF |DEBUG local.tests/e4/input/2020_1/kal62 41 " 64 162 0 17687 0 " 17913 ""
GrupoF |DEBUG local.tests/e4/input/2020_1/kal63 41 " 64 252 0 17987 0 " 18303 ""
GrupoF |DEBUG local.tests/e4/input/2020_1/kal64 40 " 64 120 0 17713 0 " 17897 ""
GrupoF |DEBUG local.tests/e4/input/2020_1/kal65 40 " 64 194 0 18013 0 " 18271 ""
GrupoF |DEBUG local.tests/e4/input/2020_1/kal66 42 " 64 178 0 17821 0 " 18063 ""
GrupoF |DEBUG local.tests/e4/input/2020_1/kal67 42 " 64 178 0 17821 0 " 18063 ""
GrupoF |DEBUG local.tests/e4/input/2020_1/kal68 42 " 84 185 0 17844 0 " 18113 ""
GrupoF |DEBUG local.tests/e4/input/2020_1/kal69 42 " 64 178 0 17821 0 " 18063 ""
GrupoF |DEBUG local.tests/e4/input/2020_1/kal70 0 " 64 263 0 206 0 " 533 ""
GrupoF |DEBUG local.tests/e4/input/2020_1/kal71 42 " 64 283 0 18191 0 " 18538 ""
GrupoF |DEBUG local.tests/e4/input/2020_1/kal72 42 " 64 373 0 18552 0 " 18989 ""
GrupoF |DEBUG local.tests/e4/input/2020_1/kal73 30 " 20 0 0 17419 0 " 17439 ""
GrupoF |DEBUG local.tests/e4/input/2020_1/kal74 139 "-1" -1 "Segmentation fault"
GrupoF |DEBUG local.tests/e4/input/2020_1/kal75 50 " 32 23 0 17094 0 " 17149 ""
GrupoF |DEBUG local.tests/e4/input/2020_1/kal76 50 " 32 23 0 17094 0 " 17149 ""
GrupoF |DEBUG local.tests/e4/input/2020_1/kal77 50 " 32 23 0 17094 0 " 17149 ""
GrupoF |DEBUG local.tests/e4/input/2020_1/kal78 50 " 32 23 0 17094 0 " 17149 ""
GrupoF |DEBUG local.tests/e4/input/2020_1/kal79 50 " 32 23 0 17094 0 " 17149 ""
GrupoF |DEBUG local.tests/e4/input/2020_1/kal80 51 " 32 23 0 17094 0 " 17149 ""
GrupoF |DEBUG local.tests/e4/input/2020_1/kal81 51 " 32 23 0 17094 0 " 17149 ""
GrupoF |DEBUG local.tests/e4/input/2020_1/kal82 139 "-1" -1 "Segmentation fault"
GrupoF |DEBUG local.tests/e4/input/2020_1/kal83 139 "-1" -1 "Segmentation fault"
GrupoF |DEBUG local.tests/e4/input/2020_1/kal84 51 " 52 104 0 17404 0 " 17560 ""
GrupoF |DEBUG local.tests/e4/input/2020_1/kal85 21 " 32 23 0 17213 0 " 17268 ""
GrupoF |DEBUG local.tests/e4/input/2020_1/kal86 51 " 32 101 0 17502 0 " 17635 ""
GrupoF |DEBUG local.tests/e4/input/2020_1/kal87 52 " 52 104 0 17404 0 " 17560 ""
GrupoF |DEBUG local.tests/e4/input/2020_1/kal88 52 " 32 97 0 17494 0 " 17623 ""
GrupoF |DEBUG local.tests/e4/input/2020_1/kal89 0 " 32 81 0 58 0 " 171 ""
GrupoF |DEBUG local.tests/e4/input/2020_1/kal90 0 " 32 81 0 58 0 " 171 ""
