GrupoA
GrupoF |DEBUG local.tests/e4/input/2020_1/kal91 0 " 32 81 0 58 0 " 171 ""
GrupoF |DEBUG local.tests/e4/input/2020_1/kal92 0 " 32 81 0 58 0 " 171 ""
GrupoF |DEBUG local.tests/e4/input/2020_1/kal93 0 " 32 81 0 58 0 " 171 ""
GrupoF |DEBUG local.tests/e4/input/2020_1/kal94 0 " 32 92 0 58 0 " 182 ""
GrupoF |DEBUG local.tests/e4/input/2020_1/kal95 0 " 32 155 0 58 0 " 245 ""
GrupoF |DEBUG local.tests/e4/input/2020_1/kal96 0 " 32 155 0 58 0 " 245 ""
GrupoF |DEBUG local.tests/e4/input/2020_1/kal97 53 " 32 23 0 17157 0 " 17212 ""
GrupoF |DEBUG local.tests/e4/input/2020_1/kal98 53 " 32 23 0 17157 0 " 17212 ""
GrupoF |DEBUG local.tests/e4/input/2020_1/kal99 32 " 32 245 0 18066 0 " 18343 ""
GrupoF |DEBUG local.tests/e4/input/2020_1/mao01 30 " 20 0 0 18326 0 " 18346 ""
GrupoF |DEBUG local.tests/e4/input/2020_1/mao02 30 " 0 0 0 18409 0 " 18409 ""
GrupoF |DEBUG local.tests/e4/input/2020_1/mao03 30 " 20 0 0 18752 0 " 18772 ""
GrupoF |DEBUG local.tests/e4/input/2020_1/mao04 30 " 0 0 0 18835 0 " 18835 ""
GrupoF |DEBUG local.tests/e4/input/2020_1/mao05 0 " 32 377 0 58 0 " 467 ""
GrupoF |DEBUG local.tests/e4/input/2020_1/mao06 0 " 32 451 0 58 0 " 541 ""
GrupoF |DEBUG local.tests/e4/input/2020_1/mao07 0 " 32 525 0 58 0 " 615 ""
GrupoF |DEBUG local.tests/e4/input/2020_1/mao08 31 " 84 185 0 18353 0 " 18622 ""
GrupoF |DEBUG local.tests/e4/input/2020_1/mao09 30 " 52 88 0 18122 0 " 18262 ""
GrupoG
GrupoG |DEBUG local.tests/e4/input/2020_1/kal00 0 " 41 16 0 0 0 " 57 ""
GrupoG |DEBUG local.tests/e4/input/2020_1/kal01 0 " 58 44 0 0 0 " 102 ""
GrupoG |DEBUG local.tests/e4/input/2020_1/kal02 0 " 58 44 0 0 0 " 102 ""
GrupoG |DEBUG local.tests/e4/input/2020_1/kal03 0 " 61 44 0 0 0 " 105 ""
GrupoG |DEBUG local.tests/e4/input/2020_1/kal04 0 " 58 44 0 0 0 " 102 ""
GrupoG |DEBUG local.tests/e4/input/2020_1/kal05 33 " 34 28 0 19126 0 " 19188 ""
GrupoG |DEBUG local.tests/e4/input/2020_1/kal06 10 " 0 0 0 19070 0 " 19070 ""
GrupoG |DEBUG local.tests/e4/input/2020_1/kal07 10 " 0 0 0 19070 0 " 19070 ""
GrupoG |DEBUG local.tests/e4/input/2020_1/kal08 10 " 0 0 0 19079 0 " 19079 ""
GrupoG |DEBUG local.tests/e4/input/2020_1/kal09 10 " 0 0 0 19070 0 " 19070 ""
GrupoG |DEBUG local.tests/e4/input/2020_1/kal10 10 " 0 0 0 19068 0 " 19068 ""
GrupoG |DEBUG local.tests/e4/input/2020_1/kal11 0 " 127 196 0 0 0 " 323 ""
GrupoG |DEBUG local.tests/e4/input/2020_1/kal12 0 " 127 196 0 0 0 " 323 ""
GrupoG |DEBUG local.tests/e4/input/2020_1/kal13 0 " 131 196 0 0 0 " 327 ""
GrupoG |DEBUG local.tests/e4/input/2020_1/kal14 0 " 127 196 0 0 0 " 323 ""
GrupoG |DEBUG local.tests/e4/input/2020_1/kal15 10 " 0 0 0 19071 0 " 19071 ""
GrupoG |DEBUG local.tests/e4/input/2020_1/kal16 10 " 0 0 0 19071 0 " 19071 ""
GrupoG |DEBUG local.tests/e4/input/2020_1/kal17 10 " 0 0 0 19071 0 " 19071 ""
GrupoG |DEBUG local.tests/e4/input/2020_1/kal18 10 " 0 0 0 19071 0 " 19071 ""
GrupoG |DEBUG local.tests/e4/input/2020_1/kal19 10 " 0 0 0 18833 0 " 18833 ""
GrupoG |DEBUG local.tests/e4/input/2020_1/kal20 10 " 0 0 0 18833 0 " 18833 ""
GrupoG |DEBUG local.tests/e4/input/2020_1/kal21 10 " 0 0 0 18833 0 " 18833 ""
GrupoG |DEBUG local.tests/e4/input/2020_1/kal22 10 " 0 0 0 18833 0 " 18833 ""
GrupoG |DEBUG local.tests/e4/input/2020_1/kal23 10 " 0 0 0 18833 0 " 18833 ""
GrupoG |DEBUG local.tests/e4/input/2020_1/kal24 10 " 0 0 0 18833 0 " 18833 ""
GrupoG |DEBUG local.tests/e4/input/2020_1/kal25 10 " 0 0 0 18833 0 " 18833 ""
GrupoG |DEBUG local.tests/e4/input/2020_1/kal26 10 " 0 0 0 18833 0 " 18833 ""
GrupoG |DEBUG local.tests/e4/input/2020_1/kal27 10 " 0 0 0 18833 0 " 18833 ""
GrupoG |DEBUG local.tests/e4/input/2020_1/kal28 10 " 0 0 0 18833 0 " 18833 ""
GrupoG |DEBUG local.tests/e4/input/2020_1/kal29 11 " 34 26 0 17716 0 " 17776 ""
GrupoG |DEBUG local.tests/e4/input/2020_1/kal30 0 " 56 44 0 0 0 " 100 ""
GrupoG |DEBUG local.tests/e4/input/2020_1/kal31 11 " 2 0 0 18852 0 " 18854 ""
GrupoG |DEBUG local.tests/e4/input/2020_1/kal32 0 " 24 32 0 0 0 " 56 ""
GrupoG |DEBUG local.tests/e4/input/2020_1/kal33 11 " 4 0 0 20046 0 " 20050 ""
GrupoG |DEBUG local.tests/e4/input/2020_1/kal34 0 " 58 60 0 0 0 " 118 ""
GrupoG |DEBUG local.tests/e4/input/2020_1/kal35 0 " 62 92 0 0 0 " 154 ""
GrupoG |DEBUG local.tests/e4/input/2020_1/kal36 11 " 56 44 0 20106 0 " 20206 ""
GrupoG |DEBUG local.tests/e4/input/2020_1/kal37 10 " 0 0 0 22478 0 " 22478 ""
GrupoG |DEBUG local.tests/e4/input/2020_1/kal38 10 " 0 0 0 22478 0 " 22478 ""
GrupoG |DEBUG local.tests/e4/input/2020_1/kal39 0 " 26 64 0 0 0 " 90 ""
GrupoG |DEBUG local.tests/e4/input/2020_1/kal40 0 " 61 92 0 0 0 " 153 ""
GrupoG |DEBUG local.tests/e4/input/2020_1/kal41 0 " 59 92 0 0 0 " 151 ""
GrupoG |DEBUG local.tests/e4/input/2020_1/kal42 0 " 42 64 0 0 0 " 106 ""
GrupoG |DEBUG local.tests/e4/input/2020_1/kal43 10 " 0 0 0 22241 0 " 22241 ""
GrupoG |DEBUG local.tests/e4/input/2020_1/kal44 0 " 128 244 0 0 0 " 372 ""
GrupoG |DEBUG local.tests/e4/input/2020_1/kal45 10 " 0 0 0 22479 0 " 22479 ""
GrupoG |DEBUG local.tests/e4/input/2020_1/kal46 20 " 34 28 0 19132 0 " 19194 ""
GrupoG |DEBUG local.tests/e4/input/2020_1/kal47 20 " 34 28 0 18891 0 " 18953 ""
GrupoG |DEBUG local.tests/e4/input/2020_1/kal48 0 " 94 72 0 0 0 " 166 ""
GrupoG |DEBUG local.tests/e4/input/2020_1/kal49 21 " 70 56 0 18951 0 " 19077 ""
GrupoG |DEBUG local.tests/e4/input/2020_1/kal50 0 " 44 16 0 0 0 " 60 ""
GrupoG |DEBUG local.tests/e4/input/2020_1/kal51 22 " 18 0 0 19355 0 " 19373 ""
GrupoG |DEBUG local.tests/e4/input/2020_1/kal52 30 " 2 0 0 19462 0 " 19464 ""
GrupoG |DEBUG local.tests/e4/input/2020_1/kal53 30 " 2 0 0 19468 0 " 19470 ""
GrupoG |DEBUG local.tests/e4/input/2020_1/kal54 30 " 2 0 0 19474 0 " 19476 ""
GrupoG |DEBUG local.tests/e4/input/2020_1/kal55 30 " 2 0 0 19462 0 " 19464 ""
GrupoG |DEBUG local.tests/e4/input/2020_1/kal56 30 " 2 0 0 19432 0 " 19434 ""
GrupoG |DEBUG local.tests/e4/input/2020_1/kal57 30 " 2 0 0 19438 0 " 19440 ""
GrupoG |DEBUG local.tests/e4/input/2020_1/kal58 30 " 2 0 0 19441 0 " 19443 ""
GrupoG |DEBUG local.tests/e4/input/2020_1/kal59 30 " 2 0 0 19462 0 " 19464 ""
GrupoG |DEBUG local.tests/e4/input/2020_1/kal60 0 " 11 0 0 19636 0 " 19647 ""
GrupoG |DEBUG local.tests/e4/input/2020_1/kal61 0 " 11 0 0 19689 0 " 19700 ""
GrupoG |DEBUG local.tests/e4/input/2020_1/kal62 41 " 18 0 0 19328 0 " 19346 ""
GrupoG |DEBUG local.tests/e4/input/2020_1/kal63 41 " 22 0 0 19504 0 " 19526 ""
GrupoG |DEBUG local.tests/e4/input/2020_1/kal64 40 " 22 0 0 19140 0 " 19162 ""
GrupoG |DEBUG local.tests/e4/input/2020_1/kal65 40 " 26 0 0 19316 0 " 19342 ""
GrupoG |DEBUG local.tests/e4/input/2020_1/kal66 42 " 22 0 0 19354 0 " 19376 ""
GrupoG |DEBUG local.tests/e4/input/2020_1/kal67 42 " 22 0 0 19354 0 " 19376 ""
GrupoG |DEBUG local.tests/e4/input/2020_1/kal68 42 " 22 0 0 19384 0 " 19406 ""
GrupoG |DEBUG local.tests/e4/input/2020_1/kal69 42 " 22 0 0 19354 0 " 19376 ""
GrupoG |DEBUG local.tests/e4/input/2020_1/kal70 0 " 74 18 0 0 0 " 92 ""
GrupoG |DEBUG local.tests/e4/input/2020_1/kal71 42 " 26 0 0 19548 0 " 19574 ""
GrupoG |DEBUG local.tests/e4/input/2020_1/kal72 42 " 32 0 0 19789 0 " 19821 ""
GrupoG |DEBUG local.tests/e4/input/2020_1/kal73 30 " 2 0 0 19158 0 " 19160 ""
GrupoG |DEBUG local.tests/e4/input/2020_1/kal74 30 " 103 180 0 19275 0 " 19558 ""
GrupoG |DEBUG local.tests/e4/input/2020_1/kal75 50 " 2 0 0 18982 0 " 18984 ""
GrupoG |DEBUG local.tests/e4/input/2020_1/kal76 50 " 2 0 0 18982 0 " 18984 ""
GrupoG |DEBUG local.tests/e4/input/2020_1/kal77 50 " 2 0 0 18982 0 " 18984 ""
GrupoG |DEBUG local.tests/e4/input/2020_1/kal78 0 " 24 16 0 0 0 " 40 ""
GrupoG |DEBUG local.tests/e4/input/2020_1/kal79 0 " 24 16 0 0 0 " 40 ""
GrupoG |DEBUG local.tests/e4/input/2020_1/kal80 0 " 24 16 0 0 0 " 40 ""
GrupoG |DEBUG local.tests/e4/input/2020_1/kal81 0 " 24 16 0 0 0 " 40 ""
GrupoG |DEBUG local.tests/e4/input/2020_1/kal82 0 " 22 16 0 0 0 " 38 ""
GrupoG |DEBUG local.tests/e4/input/2020_1/kal83 0 " 24 16 0 0 0 " 40 ""
GrupoG |DEBUG local.tests/e4/input/2020_1/kal84 51 " 2 0 0 19317 0 " 19319 ""
GrupoG |DEBUG local.tests/e4/input/2020_1/kal85 11 " 0 0 0 19098 0 " 19098 ""
GrupoG |DEBUG local.tests/e4/input/2020_1/kal86 51 " 8 0 0 19267 0 " 19275 ""
GrupoG |DEBUG local.tests/e4/input/2020_1/kal87 52 " 18 0 0 18122 0 " 18140 ""
GrupoG |DEBUG local.tests/e4/input/2020_1/kal88 52 " 22 0 0 18069 0 " 18091 ""
GrupoG |DEBUG local.tests/e4/input/2020_1/kal89 52 " 18 0 0 17821 0 " 17839 ""
GrupoG |DEBUG local.tests/e4/input/2020_1/kal90 52 " 18 0 0 17821 0 " 17839 ""
GrupoG |DEBUG local.tests/e4/input/2020_1/kal91 52 " 18 0 0 17821 0 " 17839 ""
GrupoG |DEBUG local.tests/e4/input/2020_1/kal92 52 " 18 0 0 17821 0 " 17839 ""
GrupoG |DEBUG local.tests/e4/input/2020_1/kal93 52 " 18 0 0 17821 0 " 17839 ""
GrupoG |DEBUG local.tests/e4/input/2020_1/kal94 52 " 16 0 0 17823 0 " 17839 ""
GrupoG |DEBUG local.tests/e4/input/2020_1/kal95 0 " 24 16 0 0 0 " 40 ""
GrupoG |DEBUG local.tests/e4/input/2020_1/kal96 0 " 24 16 0 0 0 " 40 ""
GrupoG |DEBUG local.tests/e4/input/2020_1/kal97 53 " 2 0 0 19097 0 " 19099 ""
GrupoG |DEBUG local.tests/e4/input/2020_1/kal98 53 " 2 0 0 19097 0 " 19099 ""
GrupoG |DEBUG local.tests/e4/input/2020_1/kal99 0 " 36 16 0 0 0 " 52 ""
GrupoG |DEBUG local.tests/e4/input/2020_1/mao01 30 " 6 0 0 19682 0 " 19688 ""
GrupoG |DEBUG local.tests/e4/input/2020_1/mao02 30 " 8 0 0 19624 0 " 19632 ""
GrupoG |DEBUG local.tests/e4/input/2020_1/mao03 30 " 10 0 0 19898 0 " 19908 ""
GrupoG |DEBUG local.tests/e4/input/2020_1/mao04 30 " 12 0 0 19840 0 " 19852 ""
GrupoG |DEBUG local.tests/e4/input/2020_1/mao05 0 " 36 16 0 0 0 " 52 ""
GrupoG |DEBUG local.tests/e4/input/2020_1/mao06 0 " 40 16 0 0 0 " 56 ""
GrupoG |DEBUG local.tests/e4/input/2020_1/mao07 0 " 44 16 0 0 0 " 60 ""
GrupoG |DEBUG local.tests/e4/input/2020_1/mao08 0 " 57 16 0 0 0 " 73 ""
GrupoG |DEBUG local.tests/e4/input/2020_1/mao09 30 " 27 0 0 19348 0 " 19375 ""
GrupoI
GrupoI |DEBUG local.tests/e4/input/2020_1/kal00 31 " 32 4 0 17283 0 " 17319 ""
GrupoI |DEBUG local.tests/e4/input/2020_1/kal01 0 " 32 136 0 132 0 " 300 ""
GrupoI |DEBUG local.tests/e4/input/2020_1/kal02 0 " 32 143 0 132 0 " 307 ""
GrupoI |DEBUG local.tests/e4/input/2020_1/kal03 0 " 32 130 0 132 0 " 294 ""
GrupoI |DEBUG local.tests/e4/input/2020_1/kal04 0 " 32 127 0 132 0 " 291 ""
GrupoI |DEBUG local.tests/e4/input/2020_1/kal05 0 " 32 127 0 132 0 " 291 ""
GrupoI |DEBUG local.tests/e4/input/2020_1/kal06 10 " 0 0 0 16851 0 " 16851 ""
GrupoI |DEBUG local.tests/e4/input/2020_1/kal07 10 " 0 0 0 16858 0 " 16858 ""
GrupoI |DEBUG local.tests/e4/input/2020_1/kal08 10 " 0 0 0 16845 0 " 16845 ""
GrupoI |DEBUG local.tests/e4/input/2020_1/kal09 10 " 0 0 0 16842 0 " 16842 ""
GrupoI |DEBUG local.tests/e4/input/2020_1/kal10 10 " 0 0 0 16844 0 " 16844 ""
GrupoI |DEBUG local.tests/e4/input/2020_1/kal11 0 " 48 203 0 132 0 " 383 ""
GrupoI |DEBUG local.tests/e4/input/2020_1/kal12 0 " 48 210 0 132 0 " 390 ""
GrupoI |DEBUG local.tests/e4/input/2020_1/kal13 0 " 48 198 0 132 0 " 378 ""
GrupoI |DEBUG local.tests/e4/input/2020_1/kal14 0 " 48 194 0 132 0 " 374 ""
GrupoI |DEBUG local.tests/e4/input/2020_1/kal15 10 " 0 0 0 17065 0 " 17065 ""
GrupoI |DEBUG local.tests/e4/input/2020_1/kal16 10 " 0 0 0 17072 0 " 17072 ""
GrupoI |DEBUG local.tests/e4/input/2020_1/kal17 10 " 0 0 0 17060 0 " 17060 ""
GrupoI |DEBUG local.tests/e4/input/2020_1/kal18 10 " 0 0 0 17056 0 " 17056 ""
GrupoI |DEBUG local.tests/e4/input/2020_1/kal19 10 " 0 0 0 16640 0 " 16640 ""
GrupoI |DEBUG local.tests/e4/input/2020_1/kal20 10 " 0 0 0 16640 0 " 16640 ""
GrupoI |DEBUG local.tests/e4/input/2020_1/kal21 10 " 0 0 0 16640 0 " 16640 ""
GrupoI |DEBUG local.tests/e4/input/2020_1/kal22 10 " 0 0 0 16640 0 " 16640 ""
GrupoI |DEBUG local.tests/e4/input/2020_1/kal23 10 " 0 0 0 16640 0 " 16640 ""
GrupoI |DEBUG local.tests/e4/input/2020_1/kal24 10 " 0 0 0 16640 0 " 16640 ""
GrupoI |DEBUG local.tests/e4/input/2020_1/kal25 10 " 0 0 0 16640 0 " 16640 ""
GrupoI |DEBUG local.tests/e4/input/2020_1/kal26 10 " 0 0 0 16640 0 " 16640 ""
GrupoI |DEBUG local.tests/e4/input/2020_1/kal27 10 " 0 0 0 16640 0 " 16640 ""
GrupoI |DEBUG local.tests/e4/input/2020_1/kal28 10 " 0 0 0 16640 0 " 16640 ""
GrupoI |DEBUG local.tests/e4/input/2020_1/kal29 11 " 16 2 0 16608 0 " 16626 ""
GrupoI |DEBUG local.tests/e4/input/2020_1/kal30 0 " 48 129 0 132 0 " 309 ""
GrupoI |DEBUG local.tests/e4/input/2020_1/kal31 11 " 0 0 0 16718 0 " 16718 ""
GrupoI |DEBUG local.tests/e4/input/2020_1/kal32 0 " 48 203 0 74 0 " 325 ""
GrupoI |DEBUG local.tests/e4/input/2020_1/kal33 11 " 0 0 0 16810 0 " 16810 ""
GrupoI |DEBUG local.tests/e4/input/2020_1/kal34 0 " 64 205 0 132 0 " 401 ""
GrupoI |DEBUG local.tests/e4/input/2020_1/kal35 0 " 96 357 0 132 0 " 585 ""
GrupoI |DEBUG local.tests/e4/input/2020_1/kal36 11 " 64 138 0 16868 0 " 17070 ""
GrupoI |DEBUG local.tests/e4/input/2020_1/kal37 10 " 0 0 0 16899 0 " 16899 ""
GrupoI |DEBUG local.tests/e4/input/2020_1/kal38 10 " 0 0 0 16899 0 " 16899 ""
GrupoI |DEBUG local.tests/e4/input/2020_1/kal39 0 " 32 242 0 74 0 " 348 ""
GrupoI |DEBUG local.tests/e4/input/2020_1/kal40 0 " 48 244 0 132 0 " 424 ""
GrupoI |DEBUG local.tests/e4/input/2020_1/kal41 0 " 32 184 0 132 0 " 348 ""
GrupoI |DEBUG local.tests/e4/input/2020_1/kal42 0 " 32 182 0 132 0 " 346 ""
GrupoI |DEBUG local.tests/e4/input/2020_1/kal43 10 " 0 0 0 16688 0 " 16688 ""
GrupoI |DEBUG local.tests/e4/input/2020_1/kal44 0 " 48 251 0 132 0 " 431 ""
GrupoI |DEBUG local.tests/e4/input/2020_1/kal45 10 " 0 0 0 17113 0 " 17113 ""
GrupoI |DEBUG local.tests/e4/input/2020_1/kal46 20 " 16 2 0 17123 0 " 17141 ""
GrupoI |DEBUG local.tests/e4/input/2020_1/kal47 20 " 16 2 0 16698 0 " 16716 ""
GrupoI |DEBUG local.tests/e4/input/2020_1/kal48 21 " 32 2 0 16909 0 " 16943 ""
GrupoI |DEBUG local.tests/e4/input/2020_1/kal49 21 " 32 2 0 16698 0 " 16732 ""
GrupoI |DEBUG local.tests/e4/input/2020_1/kal50 22 " 16 67 0 17134 0 " 17217 ""
GrupoI |DEBUG local.tests/e4/input/2020_1/kal51 22 " 16 67 0 17348 0 " 17431 ""
GrupoI |DEBUG local.tests/e4/input/2020_1/kal52 30 " 0 0 0 17214 0 " 17214 ""
GrupoI |DEBUG local.tests/e4/input/2020_1/kal53 30 " 0 0 0 17221 0 " 17221 ""
GrupoI |DEBUG local.tests/e4/input/2020_1/kal54 30 " 0 0 0 17209 0 " 17209 ""
GrupoI |DEBUG local.tests/e4/input/2020_1/kal55 30 " 0 0 0 17205 0 " 17205 ""
GrupoI |DEBUG local.tests/e4/input/2020_1/kal56 30 " 0 0 0 17188 0 " 17188 ""
GrupoI |DEBUG local.tests/e4/input/2020_1/kal57 30 " 0 0 0 17195 0 " 17195 ""
GrupoI |DEBUG local.tests/e4/input/2020_1/kal58 30 " 0 0 0 17182 0 " 17182 ""
GrupoI |DEBUG local.tests/e4/input/2020_1/kal59 30 " 0 0 0 17205 0 " 17205 ""
GrupoI |DEBUG local.tests/e4/input/2020_1/kal60 33 " 24 50 0 17364 0 " 17438 ""
GrupoI |DEBUG local.tests/e4/input/2020_1/kal61 0 " 16 327 0 74 0 " 417 ""
GrupoI |DEBUG local.tests/e4/input/2020_1/kal62 41 " 16 67 0 17062 0 " 17145 ""
GrupoI |DEBUG local.tests/e4/input/2020_1/kal63 41 " 32 127 0 17227 0 " 17386 ""
GrupoI |DEBUG local.tests/e4/input/2020_1/kal64 40 " 32 127 0 16949 0 " 17108 ""
GrupoI |DEBUG local.tests/e4/input/2020_1/kal65 40 " 32 185 0 17132 0 " 17349 ""
GrupoI |DEBUG local.tests/e4/input/2020_1/kal66 42 " 32 127 0 17088 0 " 17247 ""
GrupoI |DEBUG local.tests/e4/input/2020_1/kal67 42 " 32 127 0 17088 0 " 17247 ""
GrupoI |DEBUG local.tests/e4/input/2020_1/kal68 42 " 32 127 0 17105 0 " 17264 ""
GrupoI |DEBUG local.tests/e4/input/2020_1/kal69 42 " 32 127 0 17079 0 " 17238 ""
GrupoI |DEBUG local.tests/e4/input/2020_1/kal70 0 " 48 268 0 158 0 " 474 ""
GrupoI |DEBUG local.tests/e4/input/2020_1/kal71 0 " 64 390 0 184 0 " 638 ""
GrupoI |DEBUG local.tests/e4/input/2020_1/kal72 42 " 64 249 0 17412 0 " 17725 ""
GrupoI |DEBUG local.tests/e4/input/2020_1/kal73 30 " 16 2 0 16926 0 " 16944 ""
GrupoI |DEBUG local.tests/e4/input/2020_1/kal74 30 " 32 2 0 17140 0 " 17174 ""
GrupoI |DEBUG local.tests/e4/input/2020_1/kal75 50 " 16 2 0 16776 0 " 16794 ""
GrupoI |DEBUG local.tests/e4/input/2020_1/kal76 50 " 16 2 0 16776 0 " 16794 ""
GrupoI |DEBUG local.tests/e4/input/2020_1/kal77 50 " 16 2 0 16776 0 " 16794 ""
GrupoI |DEBUG local.tests/e4/input/2020_1/kal78 0 " 32 127 0 74 0 " 233 ""
GrupoI |DEBUG local.tests/e4/input/2020_1/kal79 0 " 32 127 0 74 0 " 233 ""
GrupoI |DEBUG local.tests/e4/input/2020_1/kal80 0 " 32 127 0 74 0 " 233 ""
GrupoI |DEBUG local.tests/e4/input/2020_1/kal81 0 " 32 127 0 74 0 " 233 ""
GrupoI |DEBUG local.tests/e4/input/2020_1/kal82 0 " 16 134 0 74 0 " 224 ""
GrupoI |DEBUG local.tests/e4/input/2020_1/kal83 0 " 16 141 0 74 0 " 231 ""
GrupoI |DEBUG local.tests/e4/input/2020_1/kal84 51 " 0 0 0 17082 0 " 17082 ""
GrupoI |DEBUG local.tests/e4/input/2020_1/kal85 51 " 0 0 0 17056 0 " 17056 ""
GrupoI |DEBUG local.tests/e4/input/2020_1/kal86 51 " 16 2 0 17057 0 " 17075 ""
GrupoI |DEBUG local.tests/e4/input/2020_1/kal87 52 " 0 0 0 17082 0 " 17082 ""
GrupoI |DEBUG local.tests/e4/input/2020_1/kal88 52 " 16 2 0 17053 0 " 17071 ""
GrupoI |DEBUG local.tests/e4/input/2020_1/kal89 0 " 32 60 0 74 0 " 166 ""
GrupoI |DEBUG local.tests/e4/input/2020_1/kal90 0 " 32 60 0 74 0 " 166 ""
GrupoI |DEBUG local.tests/e4/input/2020_1/kal91 0 " 32 60 0 74 0 " 166 ""
GrupoI |DEBUG local.tests/e4/input/2020_1/kal92 0 " 32 60 0 74 0 " 166 ""
GrupoI |DEBUG local.tests/e4/input/2020_1/kal93 0 " 32 60 0 74 0 " 166 ""
GrupoI |DEBUG local.tests/e4/input/2020_1/kal94 0 " 16 74 0 74 0 " 164 ""
GrupoI |DEBUG local.tests/e4/input/2020_1/kal95 0 " 32 127 0 74 0 " 233 ""
GrupoI |DEBUG local.tests/e4/input/2020_1/kal96 0 " 32 127 0 74 0 " 233 ""
GrupoI |DEBUG local.tests/e4/input/2020_1/kal97 53 " 16 2 0 16845 0 " 16863 ""
GrupoI |DEBUG local.tests/e4/input/2020_1/kal98 53 " 16 2 0 16845 0 " 16863 ""
GrupoI |DEBUG local.tests/e4/input/2020_1/kal99 32 " 48 6 0 17254 0 " 17308 ""
GrupoI |DEBUG local.tests/e4/input/2020_1/mao01 30 " 32 4 0 17411 0 " 17447 ""
GrupoI |DEBUG local.tests/e4/input/2020_1/mao02 30 " 48 6 0 17382 0 " 17436 ""
GrupoI |DEBUG local.tests/e4/input/2020_1/mao03 30 " 48 6 0 17615 0 " 17669 ""
GrupoI |DEBUG local.tests/e4/input/2020_1/mao04 30 " 64 8 0 17586 0 " 17658 ""
GrupoI |DEBUG local.tests/e4/input/2020_1/mao05 0 " 80 307 0 74 0 " 461 ""
GrupoI |DEBUG local.tests/e4/input/2020_1/mao06 0 " 96 367 0 74 0 " 537 ""
GrupoI |DEBUG local.tests/e4/input/2020_1/mao07 0 " 112 427 0 74 0 " 613 ""
GrupoI |DEBUG local.tests/e4/input/2020_1/mao08 31 " 48 78 0 17213 0 " 17339 ""
GrupoI |DEBUG local.tests/e4/input/2020_1/mao09 30 " 32 76 0 17137 0 " 17245 ""
GrupoJ
GrupoJ |DEBUG local.tests/e4/input/2020_1/kal00 31 " 0 0 0 17252 0 " 17252 ""
GrupoJ |DEBUG local.tests/e4/input/2020_1/kal01 0 "no leaks are possible" 0 ""
GrupoJ |DEBUG local.tests/e4/input/2020_1/kal02 0 "no leaks are possible" 0 ""
GrupoJ |DEBUG local.tests/e4/input/2020_1/kal03 0 "no leaks are possible" 0 ""
GrupoJ |DEBUG local.tests/e4/input/2020_1/kal04 0 "no leaks are possible" 0 ""
GrupoJ |DEBUG local.tests/e4/input/2020_1/kal05 0 "no leaks are possible" 0 ""
GrupoJ |DEBUG local.tests/e4/input/2020_1/kal06 10 " 0 0 0 16578 0 " 16578 ""
GrupoJ |DEBUG local.tests/e4/input/2020_1/kal07 10 " 0 0 0 16578 0 " 16578 ""
GrupoJ |DEBUG local.tests/e4/input/2020_1/kal08 10 " 0 0 0 16578 0 " 16578 ""
GrupoJ |DEBUG local.tests/e4/input/2020_1/kal09 10 " 0 0 0 16578 0 " 16578 ""
GrupoJ |DEBUG local.tests/e4/input/2020_1/kal10 10 " 0 0 0 16578 0 " 16578 ""
GrupoJ |DEBUG local.tests/e4/input/2020_1/kal11 0 "no leaks are possible" 0 ""
GrupoJ |DEBUG local.tests/e4/input/2020_1/kal12 0 "no leaks are possible" 0 ""
GrupoJ |DEBUG local.tests/e4/input/2020_1/kal13 0 "no leaks are possible" 0 ""
GrupoJ |DEBUG local.tests/e4/input/2020_1/kal14 0 "no leaks are possible" 0 ""
GrupoJ |DEBUG local.tests/e4/input/2020_1/kal15 10 " 0 0 0 16710 0 " 16710 ""
GrupoJ |DEBUG local.tests/e4/input/2020_1/kal16 10 " 0 0 0 16710 0 " 16710 ""
GrupoJ |DEBUG local.tests/e4/input/2020_1/kal17 10 " 0 0 0 16710 0 " 16710 ""
GrupoJ |DEBUG local.tests/e4/input/2020_1/kal18 10 " 0 0 0 16710 0 " 16710 ""
GrupoJ |DEBUG local.tests/e4/input/2020_1/kal19 10 " 0 0 0 16578 0 " 16578 ""
GrupoJ |DEBUG local.tests/e4/input/2020_1/kal20 10 " 0 0 0 16578 0 " 16578 ""
GrupoJ |DEBUG local.tests/e4/input/2020_1/kal21 10 " 0 0 0 16578 0 " 16578 ""
GrupoJ |DEBUG local.tests/e4/input/2020_1/kal22 10 " 0 0 0 16578 0 " 16578 ""
GrupoJ |DEBUG local.tests/e4/input/2020_1/kal23 10 " 0 0 0 16578 0 " 16578 ""
GrupoJ |DEBUG local.tests/e4/input/2020_1/kal24 10 " 0 0 0 16578 0 " 16578 ""
GrupoJ |DEBUG local.tests/e4/input/2020_1/kal25 10 " 0 0 0 16578 0 " 16578 ""
GrupoJ |DEBUG local.tests/e4/input/2020_1/kal26 10 " 0 0 0 16578 0 " 16578 ""
GrupoJ |DEBUG local.tests/e4/input/2020_1/kal27 10 " 0 0 0 16578 0 " 16578 ""
GrupoJ |DEBUG local.tests/e4/input/2020_1/kal28 10 " 0 0 0 16578 0 " 16578 ""
GrupoJ |DEBUG local.tests/e4/input/2020_1/kal29 11 " 0 0 0 16544 0 " 16544 ""
GrupoJ |DEBUG local.tests/e4/input/2020_1/kal30 0 "no leaks are possible" 0 ""
